#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
809,"Where Is My Mind?","Pixies",3,81,"alternative rock","Rock","Surfer Rosa (Remastered)",1988-00-00,03:56,52,44,2,0,27,0,0,-14,E,4,2025-05-05,6mcxQ1Y3uQRU0IHsvdNLH1,"4AD",12B,GBAFL0700145
810,"Rhinestone Eyes","Gorillaz",79,93,"","","Plastic Beach",2010-03-03,03:20,68,70,9,0,85,0,0,-6,G#/A♭ minor,4,2025-05-05,1foMv2HQwfQ2vntFf9HFeG,"Parlophone UK",1A,GBAYE1000017
811,"Pimper's Paradise","Bob Marley & The Wailers",70,135,"reggae, roots reggae","Reggae","Uprising",1980-06-10,03:27,94,65,1,0,97,0,0,-8,A minor,4,2025-05-05,5JqCmd41S3PZ2AS6GuHqcR,"Island Records",8A,USIR28000015
812,"Lonely Boy","The Black Keys",71,166,"blues rock, garage rock, modern blues, rock","Blues, Rock","El Camino",2011-12-06,03:13,36,87,0,1,61,0,10,-8,D,4,2025-05-05,5G1sTBGbZT5o4PNRc75RKI,"Nonesuch",10B,USNO11100273
813,"Back To Black","Amy Winehouse",75,123,"","","Back To Black",2006-10-27,04:00,49,73,12,0,34,0,10,-3,A#/B♭,4,2025-05-05,30FURVTCpbKyykjSEQzGkH,"Universal-Island Records Ltd.",6B,GBUM70604698
814,"Gold on the Ceiling - 2021 Remaster","The Black Keys",71,130,"blues rock, garage rock, modern blues, rock","Blues, Rock","El Camino (2021 Remaster)",2011-00-00,03:44,50,80,1,0,55,0,10,-5,C,4,2025-05-05,54bO2CHOgGN44oWmAqib0I,"Nonesuch",8B,USNO12100178
815,"From The Start","Laufey",84,81,"","","Bewitched",2023-09-08,02:49,55,34,89,0,83,0,10,-10,C♯/D♭,4,2025-05-05,43iIQbw5hx986dUEZbr3eN,"Laufey",3B,QMDA62312093
816,"Let's Go Back","Jungle",75,72,"","","Let's Go Back",2024-09-04,02:49,53,75,15,0,79,0,20,-5,A minor,4,2025-05-05,3fvZo45Y28ly1QBo05pujJ,"Caiola Records",8A,QM7282461058
817,"All Mixed Up","311",41,92,"reggae rock, funk rock, rap rock","R&B, Rock, Hip Hop, Reggae","Greatest Hits '93 - '03",2004-06-08,03:02,77,75,0,0,68,0,30,-8,A#/B♭ minor,4,2025-05-05,2eXybTEWeIc8y4WMJQwL6l,"Volcano",3A,USVR10300144
818,"Hard to Believe","Wallows",49,108,"indie","Pop, Rock","Tell Me That It’s Over",2022-03-25,03:41,57,67,7,0,49,0,60,-6,D,4,2025-05-05,0KOUhmRuztZUFOl6QCogLE,"Atlantic Records",10B,USAT22106283
819,"Need a Little Love","The Fratellis",32,98,"","","Half Drunk Under a Full Moon",2021-04-02,03:49,55,69,0,0,46,0,10,-6,C,4,2025-05-05,0ZLVVLGWen1f6sT2ry0zDc,"Cooking Vinyl Limited",8B,GBCEJ2000002
820,"Keep Moving","Jungle",70,111,"","","Loving In Stereo",2021-08-13,04:00,72,60,18,0,56,0,0,-6,A#/B♭ minor,4,2025-05-05,4rf0IVQDFjr27T4sgah5Pf,"Caiola Records",3A,GBKPL2144811
821,"Solar Power - Spotify Singles","Glass Animals",49,110,"","","Spotify Singles",2022-03-31,02:53,70,63,8,14,61,0,60,-9,E,4,2025-05-05,2JrkrX1MMmqpwfve5El6Re,"Polydor Records",12B,GBUM72200008
822,"Uncomfortable","Wallows",60,142,"indie","Pop, Rock","Uncomfortable",2017-09-13,04:54,40,77,12,2,25,0,20,-3,D,4,2025-05-05,4BreyjJu4w5EUhTKPIQymq,"Atlantic Records",10B,USAT21801168
823,"Close Your Eyes","The Backseat Lovers",57,109,"","","Waiting to Spill",2022-10-28,05:05,57,35,5,3,8,0,10,-10,D,4,2025-05-05,2VZFlunJX12zxbSrzMiDp2,"Capitol Records",10B,USUG12205615
824,"Run It Back","Still Woozy",45,136,"bedroom pop","Pop","Loveseat",2024-06-28,02:27,66,64,76,0,43,0,10,-10,G#/A♭,4,2025-05-05,2HYfuXcKxTRvrjJKKPIhR1,"Still Woozy Productions Inc., under exclusive license to Interscope Records",4B,USUG12402329
825,"Coffin Change","Wallows",58,152,"indie","Pop, Rock","Coffin Change",2025-02-20,03:05,41,88,0,0,45,0,20,-5,D,4,2025-05-05,4EW3Ebr82k827MUZK01syk,"Atlantic Records",10B,USAT22410660
826,"Television / So Far So Good","Rex Orange County",76,165,"bedroom pop","Pop","Apricot Princess",2017-04-26,04:22,40,51,59,0,32,0,10,-8,F,4,2025-05-05,27rZYxE4l21wTaovX4WTnI,"Rex Orange County",7B,US23A1500497
827,"Charlie's Garden","Djo",71,92,"psychedelic pop","Pop, Rock","The Crux",2025-04-04,03:25,78,47,29,0,69,0,0,-7,D,4,2025-05-05,4kPfzkWY23WgM902kNAQLn,"Twenty20 LLC",10B,QM4TW2525821
828,"As It Was","Harry Styles",90,174,"","","Harry's House",2022-05-20,02:47,52,73,34,0,66,0,30,-5,F#/G♭ minor,4,2025-05-05,4Dvkj6JhhA12EX05fT7y2e,"Columbia",11A,USSM12200612
829,"Sold out of Love","The Nude Party",0,145,"","","Sold out of Love",2023-02-23,04:19,44,79,7,15,59,0,30,-4,F#/G♭ minor,4,2025-05-05,6BKpJ2pDPixM3Nwqhr9999,"New West Records",11A,US27Q2253512
830,"Shaky in the Knees","Grizfolk",51,117,"","","Rarest of Birds",2019-07-19,03:29,59,60,19,0,52,0,10,-7,G,3,2025-05-05,3cXQrWACMWmJTQaQUoqLMj,"Nettwerk Music Group",9B,TCADQ1842555
831,"Peaches","In The Valley Below",59,104,"","","The Belt",2014-01-01,04:45,51,52,0,2,5,0,10,-8,G#/A♭ minor,4,2025-05-05,0JsRZWdSquAQtgyJO8mhLA,"Capitol Records (CAP)",1A,QMF5G1300001
832,"Mystical Magical","Benson Boone",90,120,"","","Mystical Magical",2025-04-24,02:45,67,70,19,0,85,10,30,-4,B,4,2025-05-05,221eHga9f9Ne4f8D7WVgPT,"Night Street Records, Inc./Warner Records Inc.",1B,USWB12500844
833,"Say You Love Me","Fleetwood Mac",73,128,"classic rock, soft rock","Rock","Fleetwood Mac",1975-07-11,04:09,72,60,2,1,96,0,10,-13,A,4,2025-05-05,6lrQo6KAYvb92MGk6ZuZlt,"Warner Records",11B,USWB19900205
834,"Personal Lies","Djo",59,110,"psychedelic pop","Pop, Rock","Twenty Twenty",2019-09-13,04:59,62,55,1,0,57,0,20,-8,C,4,2025-05-05,3HAYmp6l5lYGG8zz4qMbIX,"Djo",8B,GBKPL1963384
835,"Hide It Away","Wallows",62,122,"indie","Pop, Rock","More",2025-03-28,02:49,49,82,1,0,59,0,10,-6,D minor,4,2025-05-05,2XLG8FRWlCChHrbfs9YvQN,"Atlantic Records",7A,USAT22410661
836,"Alrighty Aphrodite","Peach Pit",69,82,"","","Being So Normal",2018-06-28,03:27,53,72,1,9,50,0,10,-5,F#/G♭ minor,4,2025-05-05,6OiRh4kttAs1YWglvTcYkB,"Columbia",11A,USSM11805171
837,"Roddy","Djo",69,180,"psychedelic pop","Pop, Rock","Twenty Twenty",2019-09-13,04:12,56,52,11,3,67,0,0,-9,C,4,2025-05-05,5hS8s1Vf4CeSRBT1bTWa39,"Djo",8B,GBKPL1959394
838,"Chateau (Feel Alright)","Djo",71,135,"psychedelic pop","Pop, Rock","Twenty Twenty",2019-09-13,04:32,64,37,43,0,34,0,30,-12,G,4,2025-05-05,3vjs2MDHoF9xhylNg6Y9un,"Djo",9B,GBKPL1959342
839,"Ice Cold Pool","Wallows",51,103,"indie","Pop, Rock","Nothing Happens",2019-03-22,03:57,57,66,1,0,36,0,10,-6,G,4,2025-05-05,2XzAcJx3qBDnS1hD2vNwbh,"Atlantic Records",9B,USAT21812260
840,"Underneath the Streetlights in the Winter Outside Your House","Wallows",32,130,"indie","Pop, Rock","Nothing Happens (5th Anniversary Edition)",2019-03-22,01:10,37,66,0,88,66,0,60,-5,G#/A♭,4,2025-05-05,1XeboJPjb3Kt3HZbnSk9m6,"Atlantic Records",4B,USAT21810336
841,"Slow Angel","Rebounder",42,172,"","","Subway Songs",2020-10-04,02:32,41,76,0,0,56,0,20,-7,C,4,2025-05-05,1IUBPR8G8IGguPUfffYeNV,"rebounder from New York",8B,QZ93L1960242
842,"Treacherous Doctor","Wallows",56,160,"indie","Pop, Rock","Nothing Happens",2019-03-22,02:43,46,86,0,0,77,0,40,-6,F#/G♭ minor,4,2025-05-05,40WWDaK7arn7ilmufbHmdo,"Atlantic Records",11A,USAT21812256
843,"Nobody Gets Me (Like You)","Wallows",47,116,"indie","Pop, Rock","Remote",2020-10-23,02:37,57,89,4,0,82,0,70,-1,D,4,2025-05-05,3st8GdrmGNJFupn8bffZ19,"Atlantic Records",10B,USAT22005094
844,"water damage","Arlie",31,96,"","","Wait",2018-09-19,03:25,54,76,40,0,65,0,30,-5,F#/G♭,4,2025-05-05,4vRss7QBeHcSYK0ixXH2qu,"Atlantic Records",2B,USAT21807864
845,"Dig What You Dug","Wallows",45,121,"indie","Pop, Rock","Remote",2020-10-23,02:57,62,75,1,0,63,0,10,-4,G#/A♭,4,2025-05-05,60B1Mzy3yNsbJSOHfp8H2U,"Atlantic Records",4B,USAT22005320
846,"Your Apartment","Wallows",62,142,"indie","Pop, Rock","Model",2024-05-24,03:18,55,86,0,0,72,0,10,-4,E,4,2025-05-05,2go1eoJbYJafnVjhIumuP8,"Atlantic Records",12B,USAT22314241
847,"Bad Dream","Wallows",64,176,"indie","Pop, Rock","Model",2024-05-24,03:30,49,88,10,0,90,0,10,-5,G,4,2025-05-05,7GXcuBE3Aiu8gUJjX8PSlV,"Atlantic Records",9B,USAT22401014
848,"Calling After Me","Wallows",76,140,"indie","Pop, Rock","Model",2024-05-24,03:07,64,80,1,0,97,0,10,-5,G#/A♭,4,2025-05-05,6YVajR33kCWLhWpMVD8AGD,"Atlantic Records",4B,USAT22400290
849,"FUCKING YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Sydney Bennett & Kali Uchis)","Tyler, The Creator,Charlie Wilson,Chaz Bundick,Syd,Kali Uchis",68,74,"sexy drill, psychedelic rock, alternative r&b, ","Pop, R&B, Rock, Hip Hop","Cherry Bomb",2015-04-13,06:41,23,71,3,0,35,10,10,-7,F,4,2025-05-05,46CA1H0T1r7u5lDUtVveAh,"Odd Future",7B,USQX91500712
850,"When the World is Ending","Divine Sweater",53,123,"","","Down Deep (A Nautical Apocalypse)",2023-05-26,03:50,64,54,1,24,75,0,20,-8,B minor,4,2025-05-05,4JI4ngRRewsdqMn8SiKKQI,"Better Company Records LLC",10A,QM4TW2333006
851,"Authority","Dr. Dog",37,117,"","","Dr. Dog",2024-07-19,03:30,55,91,4,0,86,0,0,-8,G,4,2025-05-05,3RGaIDdjcHuIs39vAMGzlx,"We Buy Gold Records",9B,QMB622401502
852,"Your House","Steel Pulse",63,154,"reggae, roots reggae, ragga, rocksteady, dub","Electronic, Reggae, Hip Hop","True Democracy",1982-00-00,03:42,71,72,6,0,97,0,30,-9,A#/B♭ minor,4,2025-05-05,6PbtTwGUPPbnT7nRTA1gS3,"Rhino/Elektra",3A,USEE19901171
853,"Milk & Honey","Hollie Cook",63,78,"reggae, dub, roots reggae, rocksteady","Electronic, Reggae","Hollie Cook",2011-00-00,03:39,75,68,24,0,78,10,0,-7,D,4,2025-05-05,5kHSFEtrXMjXnqSrgdg4bx,"Mr Bongo",10B,GBCLQ1100018
854,"Not Alone","Wallows",56,130,"indie","Pop, Rock","More",2025-03-28,03:32,57,87,1,0,69,0,30,-5,C,4,2025-05-05,2DmaPKC5LcrV3LxtZNYAS3,"Atlantic Records",8B,USAT22401056
