#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
701,"All Your'n","Tyler Childers",82,78,"country, red dirt, alt country, texas country, bluegrass","Country, Rock, Folk","Country Squire",2019-08-02,03:38,59,55,41,0,84,0,10,-7,B,4,2023-09-08,0fCwTrRNfoNk962ati8n2K,"Hickman Holler Records/RCA Records",1B,USRC11901124
702,"Northern Attitude","Noah Kahan",81,121,"","","Stick Season",2022-10-14,04:27,52,63,12,0,32,0,10,-8,D#/E♭,4,2023-09-08,4O2rRsoSPb5aN7N3tG6Y3v,"Mercury Records/Republic Records",5B,USUM72217167
703,"vampire","Olivia Rodrigo",9,137,"","","vampire",2023-06-30,03:39,48,53,15,0,32,0,20,-6,F,4,2023-09-08,3k79jB4aGmMDUQzEwa46Rz,"Olivia Rodrigo PS",7B,USUG12304091
704,"Revival","Zach Bryan",79,79,"country, red dirt","Country","Elisabeth",2020-05-08,03:41,46,37,77,0,33,0,0,-9,G,4,2023-09-08,2QfX9Pdz3q66fN3kCXl0Js,"Warner Records",9B,TCAEW2013163
705,"I Want to Know","KONGOS",42,158,"","","Lunatic",2014-01-27,03:55,58,74,15,0,81,0,10,-7,B,4,2023-09-08,3PLN4aXK0A8B76p0OYUDFd,"Epic",1B,USY741200005
706,"Pumpin Blood","NONONO",60,119,"","","We Are Only What We Feel",2014-00-00,03:29,62,85,0,52,41,0,10,-4,G,4,2023-09-08,7ti4qMC7xYQeh1uRzj5XuM,"WM Sweden",9B,SEPQA1300173
707,"Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault)","Taylor Swift,Fall Out Boy",69,131,"emo, pop punk, emo pop","Rock, Pop","Speak Now (Taylor's Version)",2023-07-07,04:26,55,85,2,0,26,0,10,-5,G,4,2023-09-08,4e3ZNTAV6PCrdYMUrUlMpQ,"Taylor Swift",9B,USUG12302089
708,"Radio","Lana Del Rey",69,75,"","","Born To Die – Paradise Edition (Special Version)",2012-01-01,03:34,42,84,22,0,20,0,0,-5,D,4,2023-09-08,3QhfFRPkhPCR1RMJWV1gde,"Urban",10B,GBUM71111570
709,"Snow On The Beach (feat. More Lana Del Rey)","Taylor Swift,Lana Del Rey",74,110,"","","Midnights (The Til Dawn Edition)",2023-05-26,03:49,66,40,80,0,27,0,10,-11,F#/G♭ minor,4,2023-09-08,4zmKGsrXjLmljb5fTaBTot,"Taylor Swift",11A,USUG12302773
710,"Shake It Out","Florence + The Machine",68,107,"baroque pop","Classical, Pop","Ceremonials (Deluxe Edition)",2011-01-01,04:37,53,80,1,0,22,0,10,-4,A#/B♭,4,2023-09-14,4lY95OMGb9WxP6IYut64ir,"Universal-Island Records Ltd.",6B,GBUM71107355
711,"Right Here, for Now","Bakar",49,130,"","","Right Here, For Now",2023-08-16,03:00,80,58,4,0,78,0,30,-5,C,4,2023-09-14,2mMU463xwCEiBKJJTlA3tc,"Black Butter",8B,GBARL2300711
712,"Think Fast (feat. Weezer)","Dominic Fike,Weezer",66,168,"alternative rock","Rock","Sunburn",2023-07-07,03:42,54,45,37,0,21,0,0,-8,D,4,2023-09-14,4Z59a9hIn8EMsni3OiqGso,"Columbia",10B,USQX92301811
713,"Acting My Age","The Academic",48,120,"","","Acting My Age",2020-07-06,03:42,66,77,0,0,77,0,30,-4,A,4,2023-09-14,3kcX1eNaWhs3uqgwpRWgID,"Capitol Records UK / EMI",11B,GBUM72001383
714,"Fighting in the Car","Joe P",57,83,"","","Emily Can't Sing",2021-10-22,04:03,48,66,4,0,38,0,10,-7,E,4,2023-09-14,0UbaQxJaWOxM537N5H6UI7,"Neon Gold/Atlantic",12B,QZQAY2182975
715,"These Days","Dr. Dog",38,166,"","","Be The Void (Deluxe Edition)",2012-02-07,02:47,42,92,24,0,65,0,20,-3,G,4,2023-09-14,3BoBUG1fyUQvuDuGQnqPtp,"Anti/Epitaph",9B,USEP41130005
716,"Shadow People","Dr. Dog",49,177,"","","Shame, Shame (Deluxe Edition)",2010-11-02,04:13,43,71,12,0,48,0,10,-5,G,4,2023-09-14,209g8XrYu3ov4Wt4bRk2Yw,"Anti/Epitaph",9B,USEP40937002
717,"Animal","Sir Chloe",0,83,"","","Party Favors",2020-10-23,02:40,50,46,41,0,34,0,10,-6,G,4,2023-09-23,1iBljl6IFBU6OkUMJVKMbn,"Terrible Records",9B,QZDA71914491
718,"Washing Machine Heart","Mitski",86,106,"","","Be the Cowboy",2018-08-17,02:08,61,82,1,51,57,0,40,-4,A,4,2023-09-23,3jjsRKEsF42ccXf8kWR3nu,"Dead Oceans",11B,USJ5G1815012
719,"I Think I Like When It Rains","WILLIS",6,124,"","","Locals 2",2017-06-12,04:38,62,47,4,0,28,0,10,-7,A,4,2023-09-23,5S5u0EWtlblH00iTNExZ6X,"WILLIS",11B,QMAAK1724976
720,"Miss Mary","Sarah and the Sundays",40,80,"","","The Living End",2021-10-15,02:10,44,88,4,0,91,0,10,-8,D,4,2023-09-23,7qGMnhznZqLYApUezeicfx,"Sarah and the Sundays/Fourward Music",10B,GBKPL2150577
721,"Chelsea Dagger","The Fratellis",65,155,"","","Costello Music",2007-01-01,03:35,51,82,5,0,55,10,0,-3,G,4,2023-10-09,3ItzRpwvKtkDSNdRSjXu7Z,"Interscope",9B,GBUM70601571
722,"Me and My Husband","Mitski",0,172,"","","Be the Cowboy",2018-08-17,02:17,50,64,5,0,77,0,30,-5,C♯/D♭,4,2023-10-09,5ErtQGRKEibK2WHaA729O8,"Dead Oceans",3B,USJ5G1815007
723,"Dial Drunk","Noah Kahan",71,112,"","","Stick Season (We'll All Be Here Forever)",2023-06-09,03:33,70,59,9,0,63,0,10,-8,G#/A♭,4,2023-10-10,0caJ2wkqp4UmXBwdR2JvB5,"Mercury Records/Republic Records",4B,USUM72307683
724,"Off My Mind","Joe P",0,112,"","","Off My Mind",2021-05-12,03:33,57,69,31,0,75,0,10,-7,C,4,2023-10-11,3X91uoqAVtHmqv1bvZbNog,"Neon Gold Records",8B,QM24S2102212
725,"My Love Mine All Mine","Mitski",89,114,"","","The Land Is Inhospitable and So Are We",2023-09-15,02:17,50,31,87,14,12,0,10,-15,A,4,2023-10-12,3vkCueOmm7xQDoJ17W1Pm3,"Dead Oceans",11B,USJ5G2335007
726,"Blondie","Current Joys",16,122,"","","Wild Heart",2013-01-02,03:14,78,63,62,90,87,0,0,-13,F#/G♭,4,2023-10-16,7sIx70dGj3VBiHWr0KZXfD,"Current Joys",2B,TCACS1661024
727,"New Flesh","Current Joys",14,166,"","","Wild Heart",2013-01-02,02:47,62,59,89,50,70,0,0,-16,A,4,2023-10-16,6HJxxqHWMdidwTVZmZWeHU,"Current Joys",11B,TCACS1660968
728,"Memories","Conan Gray",81,113,"","","Superache",2022-06-24,04:08,34,68,1,0,56,0,30,-6,B,4,2023-12-05,5UXJzLFdBn6u9FJTCnoHrH,"Republic Records",1B,USUM72204111
729,"West Coast","Lana Del Rey",86,123,"","","Ultraviolence (Deluxe)",2014-01-01,04:16,53,59,19,2,46,0,0,-8,F#/G♭ minor,4,2023-12-21,5Y6nVaayzitvsD5F7nr3DV,"Polydor Records",11A,GBUM71402081
730,"Back On 74","Jungle",84,146,"","","Volcano",2023-08-11,03:29,62,76,21,0,19,10,20,-7,A#/B♭ minor,4,2025-01-27,19kHhX6f6EfLU7rcO3RqjO,"Caiola Records",3A,QM4TX2336316
731,"Never Enough","Rex Orange County",60,159,"bedroom pop","Pop","Apricot Princess",2017-04-26,04:58,51,89,1,0,53,0,0,-4,E,4,2025-01-27,2UO6VQNKdwygetKaVCe39h,"Rex Orange County",12B,US23A1500503
732,"I Don't Love You Anymore","The Honeysticks,Ricky Montgomery",4,120,"","","I Don't Love You Anymore",2018-02-09,03:45,69,55,16,48,65,0,10,-9,D,4,2025-01-27,2029ByPmrVQrMjVsIcy5fz,"The Honeysticks",10B,USA2P1805822
733,"Dancing In The Courthouse","Dominic Fike",58,77,"","","Sunburn",2023-07-07,02:37,57,76,9,0,72,0,30,-5,D,4,2025-01-27,5fX8WljoAFrmFrFqahjz4Y,"Columbia",10B,USQX92301814
734,"Feather","Sabrina Carpenter",87,124,"","","emails i can’t send fwd:",2023-03-17,03:05,79,69,7,0,83,0,10,-4,F#/G♭ minor,4,2025-01-27,2Zo1PcszsT9WQ0ANntJbID,"Island Records",11A,USUM72301876
735,"Your Apartment","Wallows",53,142,"indie","Pop, Rock","Your Apartment",2024-02-16,03:18,55,86,0,0,72,0,10,-4,E,4,2025-01-27,2F8GiqfSE1JSjLGHlHMmQa,"Atlantic Records",12B,USAT22314241
736,"Cheesin’ (with Cautious Clay, Remi Wolf, Still Woozy, Sophie Meiers, Claud, Melanie Faye, & HXNS)","Cautious Clay,Remi Wolf,sophie meiers,Still Woozy,Claud,Melanie Faye,HXNS",57,120,"bedroom pop, indie pop, neo soul, ","Pop, Rock, R&B","Cheesin'",2020-04-22,02:18,82,62,20,0,97,0,10,-6,A minor,4,2025-01-27,6lIRYe72fn1pf7TNqfI0ul,"Republic Records",8A,USUG12001416
737,"Too Much","girl in red",55,162,"bedroom pop","Pop","Too Much",2024-02-09,03:03,53,61,23,0,38,0,10,-6,F minor,4,2025-01-27,36FZL9SzRh5BhtG1cUyGWr,"Columbia",4A,USSM12400213
738,"Ghost","Steven James",37,120,"","","Ghost",2023-11-03,03:04,67,75,14,0,43,0,10,-6,G minor,4,2025-01-27,0uwtm9ukSarYFqalRStZtb,"Anarchist Music LLC",6A,QMFME2370551
739,"The Suburbs","Arcade Fire",68,118,"indie rock, baroque pop","Classical, Pop, Rock","The Suburbs (Deluxe)",2010-07-01,05:15,62,69,6,2,54,0,10,-6,F#/G♭ minor,4,2025-01-27,5iItYl3Q6wCnKVfpK1uNVf,"Sony Music CG",11A,GBUM71018417
740,"A-Punk","Vampire Weekend",69,175,"indie, baroque pop","Classical, Pop, Rock","Vampire Weekend",2008-01-29,02:17,55,82,1,4,85,0,10,-4,D,4,2025-01-27,3AydAydLzyyZutA0375XIz,"XL Recordings",10B,GBBKS0700527
741,"Campus","Vampire Weekend",62,163,"indie, baroque pop","Classical, Pop, Rock","Vampire Weekend",2008-01-29,02:56,64,70,22,9,65,0,0,-6,G,4,2025-01-27,1eNrlXlW7Cj1QB1YUcZmpb,"XL Recordings",9B,GBBKS0700530
742,"Float On","Modest Mouse",77,101,"indie rock, indie, alternative rock","Rock, Pop","Good News For People Who Love Bad News",2004-04-05,03:28,65,89,1,0,55,0,0,-5,F#/G♭,4,2025-01-27,2lwwrWVKdf3LR9lbbhnr6R,"Epic",2B,USSM10315494
743,"Real Love Baby","Father John Misty",81,204,"chamber pop","Pop","Real Love Baby",2016-07-26,03:09,42,69,10,3,63,0,10,-6,G,4,2025-01-27,0Z57YWES04xGh3AImDz6Qr,"Sub Pop Records",9B,USSUB1618101
744,"Saturn","SZA",83,178,"r&b","R&B","Saturn",2024-02-22,03:06,41,62,62,0,34,0,10,-7,C♯/D♭,4,2025-01-27,1bjeWoagtHmUKputLVyDxQ,"Top Dawg Entertainment/RCA Records",3B,USRC12400216
745,"Shotput","Still Woozy",51,101,"bedroom pop","Pop","Shotput",2024-03-22,02:50,71,66,32,0,90,0,10,-5,F#/G♭ minor,4,2025-01-27,6RmWk7p9QY8VMGHdgq4Ulh,"Still Woozy Productions Inc., under exclusive license to Interscope Records",11A,USUG12401817
746,"I'm in Love","Jelani Aryeh",46,142,"","","I'm in Love",2024-01-19,03:16,66,79,1,8,93,0,10,-5,A,4,2025-01-27,1dIFbYpiDnHMz5JPGuNAV1,"Ballona Record Company",11B,USA2P2358907
747,"Little Lies - 2017 Remaster","Fleetwood Mac",79,125,"classic rock, soft rock","Rock","Tango In the Night (Deluxe Edition)",1987-04-13,03:41,64,65,22,0,87,0,0,-10,D,4,2025-01-27,4CoSCPlKNrWli7E5kFtbcl,"Rhino/Warner Records",10B,USRH11602193
748,"Doses & Mimosas","Cherub",74,115,"","","Year of the Caprese",2014-00-00,05:23,78,66,11,0,35,10,0,-7,F,4,2025-01-27,44CZRkOxv7UItaAUmh8PgN,"Columbia",7B,USSM11306037
749,"Again","Still Woozy",51,90,"bedroom pop","Pop","Again",2024-04-19,02:53,67,67,24,0,82,0,20,-8,F#/G♭ minor,4,2025-01-27,7e0LOBvgnz3Rnu20gUKOeh,"Still Woozy Productions Inc., under exclusive license to Interscope Records",11A,USUG12402300
750,"Put Your Records On","Corinne Bailey Rae",82,96,"","","Corinne Bailey Rae",2006-01-01,03:35,74,51,17,0,54,0,10,-8,A,4,2025-01-27,2nGFzvICaeEWjIrBrL2RAx,"EMI Records",11B,GBAYE0501671
751,"Upside Down","Jack Johnson",69,102,"surf rock","Rock","Jack Johnson And Friends: Sing-A-Longs And Lullabies For The Film Curious George",2006-00-00,03:28,79,66,24,0,65,0,10,-8,F#/G♭ minor,4,2025-01-27,6shRGWCtBUOPFLFTTqXZIC,"Brushfire Records/Universal",11A,USUG10500591
752,"Listen to the Music","The Doobie Brothers",84,106,"classic rock, soft rock, southern rock","Rock","Toulouse Street",1972-00-00,03:47,65,60,22,0,91,0,0,-13,C♯/D♭ minor,4,2025-01-27,7Ar4G7Ci11gpt6sfH9Cgz5,"Warner Records",12A,USWB10000626
753,"Midnight City","M83",75,105,"","","Hurry Up, We're Dreaming",2011-00-00,04:01,53,71,2,0,32,0,10,-7,B minor,4,2025-01-27,1eyzqe2QqGZUmfcPZtrIyt,"Mute",10A,GB55H1100002
754,"Better Together","Jack Johnson",77,110,"surf rock","Rock","In Between Dreams",2005-01-01,03:27,87,35,30,0,66,0,10,-9,F,4,2025-01-27,2iXdwVdzA0KrI2Q0iZNJbX,"Jack Johnson",7B,USMC60400027
755,"It Never Rains in Southern California","Albert Hammond",70,117,"","","It Never Rains In Southern California",1972-08-16,03:53,63,56,12,0,92,0,0,-10,A,4,2025-01-27,6tunhVGD8C05MZNjSVIsjw,"Legacy Recordings",11B,USSM17200519
756,"Sex on Fire","Kings of Leon",86,153,"modern rock","Rock","Only By The Night",2008-09-23,03:23,54,91,0,1,37,0,10,-6,A,4,2025-01-27,0ntQJM78wzOLVeCUAW7Y45,"RCA/Legacy",11B,USRC10800300
757,"Sitting, Waiting, Wishing","Jack Johnson",71,105,"surf rock","Rock","In Between Dreams",2005-01-01,03:03,77,55,23,0,56,0,10,-7,C,4,2025-01-27,1dnXuEuApvuVqQCn0v9McL,"Jack Johnson",8B,USMC60400026
758,"Alive","Empire Of The Sun",72,120,"","","Ice On The Dune",2013-01-01,03:24,52,89,10,0,40,0,0,-3,F,4,2025-01-27,5WBnKCEsPwsvWHUZmLjS3s,"EMI Recorded Music Australia Pty Ltd",7B,AUEI11300006
759,"Amber","311",71,166,"reggae rock, funk rock, rap rock","R&B, Rock, Hip Hop, Reggae","Greatest Hits '93 - '03",2004-06-08,03:31,66,73,12,0,75,0,10,-9,E minor,4,2025-01-27,51UtgWS4z1eMPuLQOzPtNH,"Volcano",9A,USVR10100044
760,"In My Mind","Lyn Lapid",70,136,"","","In My Mind",2021-08-20,02:42,67,39,79,0,32,0,30,-12,D minor,3,2025-01-27,2W779g2UrRZtVdf3FcEOO1,"Republic Records",7A,USUM72115062
761,"Gold on the Ceiling","The Black Keys",67,130,"blues rock, garage rock, modern blues, rock","Blues, Rock","El Camino",2011-12-06,03:44,51,83,1,0,56,0,0,-5,C,4,2025-01-27,5lN1EH25gdiqT1SFALMAq1,"Nonesuch",8B,USNO11100275
762,"All Your Life","Still Woozy",47,116,"bedroom pop","Pop","All Your Life",2024-05-17,03:16,71,78,3,2,79,0,0,-7,G#/A♭,4,2025-01-27,5tL2wDaEAsdTGLa8hN5NWq,"Still Woozy Productions Inc., under exclusive license to Interscope Records",4B,USUG12402310
763,"I've Been In Love","Jungle,Channel Tres",74,115,"hip house","Electronic, Hip Hop","Volcano",2023-08-11,02:49,68,51,42,0,59,0,40,-9,A minor,4,2025-01-27,7j3zZ2jAjzFD60UjhldhHo,"Caiola Records",8A,QM4TX2336314
764,"Home (with Stick Figure)","Jack Johnson,Stick Figure",61,120,"surf rock, reggae, reggae rock, roots reggae","Reggae, Rock","Home (with Stick Figure)",2024-04-26,03:30,93,54,32,3,54,0,0,-6,F minor,4,2025-01-27,1GwcqCWWQwzt6r09rQjqQQ,"Ruffwood Records",4A,GBWUL2447547
765,"Red Wine Supernova","Chappell Roan",85,124,"","","The Rise and Fall of a Midwest Princess",2023-09-22,03:12,66,82,2,0,71,0,0,-4,A,4,2025-01-27,7FOgcfdz9Nx5V9lCNXdBYv,"Chappell Roan PS/ Island",11B,USUG12301845
766,"Right Down the Line","Gerry Rafferty",81,128,"","","City to City",1978-00-00,04:27,78,32,21,0,77,0,10,-15,C,4,2025-01-27,2Xb6wJYGi0QXwURw5WWvI5,"Parlophone UK",8B,GBAYE7800544
767,"drive ME crazy!","Lil Yachty",79,107,"","","Let’s Start Here.",2023-01-27,03:49,50,83,17,0,44,0,30,-4,A#/B♭ minor,4,2025-01-27,6luBKkFUt5wTwz7hpLhp12,"Quality Control Music/Motown Records",3A,USUG12207176
768,"Brain Damage","Pink Floyd",70,134,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock","Rock","The Dark Side of the Moon",1973-03-01,03:46,32,27,7,34,21,0,30,-13,D,4,2025-01-27,05uGBKRCuePsf43Hfm0JwX,"Pink Floyd Records",10B,GBN9Y1100140
769,"Good Luck, Babe!","Chappell Roan",94,117,"","","Good Luck, Babe!",2024-04-05,03:38,70,58,5,0,79,0,0,-6,B minor,4,2025-01-27,0WbMK4wrZ1wFSty9F7FCgu,"Chappell Roan PS/ Island",10A,USUG12401967
770,"Wish I Knew You","The Revivalists",74,101,"","","Men Amongst Mountains",2015-07-15,04:34,65,72,14,7,72,0,10,-7,C minor,4,2025-01-27,2EWpa5XnAuSn0sIkSSIhYk,"Concord Records",5A,USWU31500062
771,"Talk is Cheap","Dr. Dog",43,171,"","","Dr. Dog",2024-07-19,04:30,55,75,10,1,88,0,20,-9,D,4,2025-01-27,45DFMibGGTU5cqIi1cU1EZ,"We Buy Gold Records",10B,QMB622401508
772,"Fat Dog","Dr. Dog",33,134,"","","Dr. Dog",2024-07-19,04:30,46,64,5,3,81,0,10,-10,F#/G♭,4,2025-01-27,0PWvJ7wF2FycWVvLMQRqoV,"We Buy Gold Records",2B,QMB622401503
773,"misses","Dominic Fike",79,120,"","","14 minutes",2024-05-03,01:14,58,51,13,73,59,0,30,-6,D,4,2025-01-27,6WTFHKrnZpwEBLRS10Ylqs,"Columbia",10B,USQX92401826
774,"Lost Ones","Dr. Dog",36,109,"","","Dr. Dog",2024-07-19,04:30,50,72,4,0,54,0,10,-8,G,4,2025-01-27,1eTqpWYQf5w5osZizi2I5b,"We Buy Gold Records",9B,QMB622401506
775,"Pink Pony Club","Chappell Roan",89,107,"","","The Rise and Fall of a Midwest Princess",2023-09-22,04:18,61,65,40,0,51,0,10,-6,F#/G♭,4,2025-01-27,1k2pQc5i348DCHwbn5KTdc,"Chappell Roan PS/ Island",2B,USAT22001300
776,"Edge of Seventeen","Stevie Nicks",69,111,"","","Crystal Visions...The Very Best of Stevie Nicks",2007-03-27,05:29,59,83,28,0,64,0,0,-6,C,4,2025-01-27,2id8E4WvczfKHB4LHI7Np3,"Reprise",8B,USAT28300037
777,"Radio","Lana Del Rey",52,75,"","","Born To Die (Deluxe Version)",2011-01-01,03:34,45,84,22,0,21,0,0,-5,D,4,2025-01-27,0PZ04XgQ14FmKZBg3Gxlhr,"Polydor Records",10B,GBUM71111570
778,"My Kink Is Karma","Chappell Roan",74,87,"","","The Rise and Fall of a Midwest Princess",2023-09-22,03:42,56,60,1,0,42,0,10,-6,D,4,2025-01-27,32fSZSbxeVoiZShMQKLc6Z,"Chappell Roan PS/ Island",10B,USUG12302737
779,"Love Me Not (feat. Rex Orange County)","Ravyn Lenae,Rex Orange County",82,114,"alternative r&b, bedroom pop","Pop, R&B","Love Me Not (feat. Rex Orange County)",2024-10-08,03:08,80,70,15,0,79,0,10,-7,C,4,2025-01-27,3ld1FzyNgpZwGn4h9cOXrq,"Atlantic Records",8B,USAT22408814
780,"Mama's Boy","Dominic Fike",75,79,"","","Sunburn",2023-07-07,02:35,81,35,15,71,60,0,10,-8,A,4,2025-01-27,0b6xZk9f96N77BfmYWnQNC,"Columbia",11B,USQX92301820
781,"Baby I'm Yours","Arctic Monkeys",72,114,"indie, garage rock","Rock, Pop","Leave Before The Lights Come On",2006-08-14,02:32,46,60,22,0,64,0,10,-9,D,4,2025-01-27,0SzvmWfOhoxZVGrmvb56YL,"Domino Recording Co",10B,GBCEL0600319
782,"Knee Socks","Arctic Monkeys",78,98,"indie, garage rock","Rock, Pop","AM",2013-09-09,04:17,67,54,12,0,59,0,30,-8,B minor,4,2025-01-27,2LGdO5MtFdyphi2EihANZG,"Domino Recording Co",10A,GBCEL1300372
783,"Running Away","Thee Sacred Souls",67,139,"retro soul","R&B","Running Away",2023-03-21,03:15,55,65,31,0,79,0,20,-7,D,4,2025-01-27,34VDj911PQh8B1BXYoOMLq,"Penrose / Daptone Records",10B,USA2B2307736
784,"Be With You - 2022 Version","Sons of Zion",41,131,"nz reggae, reggae","Reggae","Sons of Zion",2022-12-23,03:40,82,62,1,0,83,0,0,-8,F#/G♭ minor,4,2025-01-27,0DpRKdn06BWfJlFd7eAyZt,"Sons of Zion Productions / Precise",11A,NZPB12203911
785,"Francis Forever","Mitski",77,102,"","","Bury Me At Makeout Creek",2014-11-11,02:29,54,45,0,0,32,0,10,-9,D,4,2025-01-27,5411TEB6tlzvuF5A4oyldr,"Dead Oceans",10B,USA2B1511605
786,"Should've Been Me","Mitski",64,90,"","","Laurel Hell",2022-02-04,03:11,51,63,1,0,57,0,10,-7,D minor,4,2025-01-27,5FQ9NDyx3KZXhovWWq4Gxo,"Dead Oceans",7A,USJ5G2125009
787,"Anytime, Always","Wallows",55,134,"indie","Pop, Rock","Model",2024-05-24,02:04,53,91,1,0,80,0,20,-3,C♯/D♭ minor,4,2025-01-27,4JgqzrVkXyLH5IyYYXy0sh,"Atlantic Records",12A,USAT22401012
788,"the perfect pair","beabadoobee",85,146,"bedroom pop","Pop","Beatopia",2022-07-15,02:57,63,66,43,12,60,0,10,-7,B,4,2025-01-27,41P6Tnd8KIHqON0QIydx6a,"Dirty Hit",1B,GBK3W2202093
789,"Like Him (feat. Lola Young)","Tyler, The Creator,Lola Young",91,96,"","","CHROMAKOPIA",2024-10-28,04:38,39,56,29,0,19,0,10,-7,E minor,3,2025-01-27,6jbYpRPTEFl1HFKHk1IC0m,"Columbia",9A,USQX92405794
790,"Glue Song (feat. Clairo)","beabadoobee,Clairo",77,114,"bedroom pop","Pop","Glue Song (feat. Clairo)",2023-04-17,02:15,62,39,78,1,53,0,10,-10,C♯/D♭,3,2025-01-27,0tMMPZEt6Gyrl9FI8zSicm,"Dirty Hit",3B,GBK3W2302605
791,"Every Little Thing","Peach Pit",55,130,"","","Magpie",2024-10-25,03:49,63,70,0,0,70,0,0,-5,F#/G♭,4,2025-01-27,07PKvNFfqWrhTHBIX2Z2so,"Columbia",2B,USSM12403835
792,"Sailor Song","Gigi Perez",94,95,"","","Sailor Song",2024-07-26,03:31,49,41,68,0,27,0,10,-10,B,4,2025-01-27,2262bWmqomIaJXwCRHr13j,"Gigi Perez PS/ Island",1B,USHM92438095
793,"Homesick","Noah Kahan",73,170,"","","Stick Season",2022-10-14,03:14,51,62,3,0,41,0,30,-7,F#/G♭,4,2025-01-27,0jkzxxDG8z3Y5OmfNl1VM0,"Mercury Records/Republic Records",2B,USUM72217180
794,"Sweet Life","Frank Ocean",75,83,"","","channel ORANGE",2012-07-10,04:22,48,56,23,0,80,10,0,-6,B,4,2025-01-27,6MEDfjHxnVNcYmHe3mM6L2,"Red Zone Entertainment / IDJ",1B,USUM71207177
795,"Lost In Yesterday","Tame Impala",71,183,"indie, psychedelic pop","Pop, Rock","The Slow Rush",2020-02-14,04:09,57,84,3,0,75,10,10,-4,C♯/D♭,3,2025-01-27,5JWPUEov2wlX7c0jhYZpeB,"Universal Music Australia Pty. Ltd.",3B,AUUM71900932
796,"The King","Sarah Kinsley",61,109,"","","The King",2021-06-04,03:26,63,67,8,11,72,0,0,-6,F#/G♭,4,2025-01-27,3qs1ozCx271UQqmzC7oNuj,"Everybody's Records",2B,GBKPL2151554
797,"Under The Weather","Mac Miller",0,120,"","","Blue Slide Park",2011-11-08,04:20,72,79,13,0,61,10,30,-5,A#/B♭,4,2025-01-27,15NEIBMCFHg6UElFbxQuph,"Rostrum Records",6B,USQY51145581
798,"Brooklyn Baby","Lana Del Rey",85,108,"","","Ultraviolence (Deluxe)",2014-01-01,05:51,40,66,54,0,9,0,10,-7,C♯/D♭,4,2025-01-27,1NZs6n6hl8UuMaX0UC0YTz,"Polydor Records",3B,GBUM71402169
799,"Messy","Lola Young",90,111,"","","This Wasn't Meant For You Anyway",2024-06-21,04:44,80,56,11,1,65,0,10,-6,A,4,2025-01-27,35ISBknsCeZQtq66xABI9g,"Universal-Island Records Ltd.",11B,GBUM72401610
800,"Silver Springs - 2004 Remaster","Fleetwood Mac",70,179,"classic rock, soft rock","Rock","Rumours (Deluxe Edition)",1977-02-04,04:48,35,58,1,5,43,0,20,-8,C,4,2025-01-27,2Y8BloifAHEn6GproQgPs7,"Rhino/Warner Records",8B,USWB11301121
801,"Candle Flame","Jungle,Erick the Architect",73,123,"","","Volcano",2023-08-11,02:54,67,72,14,0,59,0,90,-7,A minor,4,2025-01-27,1Ad2HcIX9zBqoWRvxtpYGf,"Caiola Records",8A,QM4TX2306635
802,"Linger","The Cranberries",86,95,"","","Everybody Else Is Doing It, So Why Can't We?",1993-03-01,04:34,44,43,8,0,20,0,10,-15,G,4,2025-01-27,0gEyKnHvgkrkBM6fbeHdwK,"Island Records",9B,USIR29300085
803,"Just Like a Movie","Wallows",60,136,"indie","Pop, Rock","Nothing Happens (5th Anniversary Edition)",2019-03-22,04:07,45,83,0,0,22,0,20,-5,B,4,2025-05-05,3FUFJ8554hnrbA7zKoU2au,"Atlantic Records",1B,USAT21900584
804,"One Love / People Get Ready","Bob Marley & The Wailers",3,154,"reggae, roots reggae","Reggae","Exodus",1977-06-03,02:52,67,51,7,0,94,30,0,-10,F minor,4,2025-05-05,6SR0dDuXH2vtgBfMLrivKV,"Tuff Gong",4A,GBAAN7790002
805,"Heart Of Glass","Blondie",67,115,"","","Parallel Lines",1978-09-23,03:49,77,65,5,0,69,0,0,-6,E,4,2025-05-05,4v2rkl1mC3zVAz0nXMx9r4,"Chrysalis\EMI Records (USA)",12B,USCH37800029
806,"Sundress","A$AP Rocky",87,125,"rap","Hip Hop","Sundress",2018-11-20,02:38,72,71,18,0,74,0,10,-6,F#/G♭,4,2025-05-05,2aPTvyE09vUCRwVvj0I8WK,"A$AP Worldwide/Polo Grounds Music/RCA Records",2B,USRC11803252
807,"So Much Trouble In The World","Bob Marley & The Wailers",71,156,"reggae, roots reggae","Reggae","Survival",1979-10-02,04:00,84,55,24,0,90,0,0,-9,A minor,4,2025-05-05,209SbubR5uKaVzj5SeN42w,"Island Records",8A,USIR27900001
808,"Guilty as Sin?","Taylor Swift",78,95,"","","THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY",2024-04-19,04:14,63,43,61,0,49,0,0,-8,D,3,2025-05-05,799KrpEbhZp0MHeiA8YK9P,"Taylor Swift",10B,USUG12401036
