#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
245,"OMG","USHER,will.i.am",11,130,"r&b, ","R&B","Raymond v Raymond",2010-03-30,04:29,78,75,20,0,33,0,30,-6,E minor,4,2023-02-15,3r04p85xiJh9Wqk59YDYdc,"LaFace Records",9A,USLF20900103
246,"Empire State Of Mind","JAY-Z,Alicia Keys",52,174,"hip hop, east coast hip hop, rap, r&b, neo soul","Hip Hop, R&B","The Hits Collection Volume One (Deluxe)",2010-11-22,04:37,50,96,3,0,82,30,20,-2,B,4,2023-02-15,3xkxcbnc7G3XYuZt6eUnI5,"Roc Nation / Jay-Z",1B,USJZ10900031
247,"Run This Town","JAY-Z,Rihanna,Kanye West",48,87,"hip hop, east coast hip hop, rap","Hip Hop","The Hits Collection Volume One (Deluxe)",2010-11-22,04:28,59,92,32,0,43,30,30,-2,C♯/D♭,4,2023-02-15,2a8CtZyPdd8w2csZh7oxpc,"Roc Nation / Jay-Z",3B,USJZ10900010
248,"Teenage Dream","Katy Perry",66,120,"pop","Pop","Teenage Dream: The Complete Confection",2012-03-12,03:47,72,80,1,0,61,0,10,-5,A#/B♭,4,2023-02-15,55qBw1900pZKfXJ6Q9A2Lc,"Capitol Records",6B,USCA21001255
249,"Replay","Iyaz",71,91,"","","Replay",2009-08-11,03:02,71,75,17,0,20,0,10,-6,A,4,2023-02-15,5vlEg2fT4cFWAqU5QptIpQ,"Time Is Money/Beluga Heights/Reprise",11B,USRE10901161
250,"Ridin' Solo","Jason Derulo",56,90,"","","Jason Derulo (Deluxe Audio)",2010-03-01,03:35,56,83,13,0,59,10,10,-4,A,4,2023-02-15,7ksYJ95P5vP87A0GH34CIk,"Beluga Heights/Warner Records",11B,USWB10905329
251,"Talk That Talk","Rihanna,JAY-Z",74,84,"hip hop, east coast hip hop, rap","Hip Hop","Talk That Talk",2011-11-19,03:29,70,67,4,0,47,0,20,-4,F#/G♭ minor,4,2023-02-15,57mKcbEq7nMqtJ4gqJvWcp,"Def Jam Recordings",11A,USUM71118086
252,"I Kissed A Girl","Katy Perry",74,130,"pop","Pop","One Of The Boys",2008-06-17,02:59,70,76,0,0,70,0,10,-3,F,4,2023-02-15,005lwxGU1tms6HGELIcUv9,"Capitol Records",7B,USCA20801738
253,"What Makes You Beautiful","One Direction",87,125,"","","Up All Night",2012-05-25,03:19,73,79,1,0,89,0,0,-2,E,4,2023-02-15,4cluDES4hQEUhmXj6TXkSo,"Syco Music UK",12B,GBHMU1100018
254,"Closer","Ne-Yo",71,126,"","","Year Of The Gentleman (Bonus Track Edition)",2008-01-01,03:54,71,75,3,0,59,0,10,-6,E minor,4,2023-02-15,2XbfY2O2v3xwedUJ0J2kkr,"Def Soul",9A,USUM70809378
255,"One More Night","Maroon 5",75,93,"pop","Pop","Overexposed (Deluxe)",2012-01-01,03:39,72,82,4,0,61,0,0,-3,F minor,4,2023-02-15,4XNrMwGx1SqP01sqkGTDmo,"Interscope Records*",4A,USUM71203514
256,"Promiscuous","Nelly Furtado,Timbaland",40,114,"","","The Best Of Nelly Furtado (Deluxe Version)",2010-11-12,04:02,81,97,5,0,88,0,10,-6,A#/B♭ minor,4,2023-02-15,2876hPqRUFV6oO0q4XPOzJ,"Interscope",3A,USUM70603473
257,"Gold Digger","Kanye West,Jamie Foxx",82,93,"rap, ","Hip Hop","Late Registration",2005-08-30,03:27,63,70,2,0,62,30,0,-6,C♯/D♭ minor,4,2023-02-15,1PS1QMdUqOal0ai3Gt7sDQ,"Roc-A-Fella",12A,USUM70500143
258,"So Sick","Ne-Yo",43,93,"","","In My Own Words",2006-01-01,03:27,45,57,25,0,58,30,10,-8,F#/G♭,4,2023-02-15,0eOirxo4iDsRMxNuOVeqnO,"Universal Music Group International",2B,USUM70501633
259,"Let Me Love You (Until You Learn To Love Yourself)","Ne-Yo",72,125,"","","R.E.D. (Deluxe Edition)",2012-01-01,04:11,66,68,25,0,25,0,30,-7,F,4,2023-02-15,4kte3OcW800TPvOVgrLLj8,"Island Def Jam/Motown",7B,USUM71207198
260,"In My Head","Jason Derulo",72,110,"","","Jason Derulo (International)",2010-02-26,03:19,76,75,3,0,85,0,30,-4,C minor,4,2023-02-15,6St9lR6dhV2tpCNVz7qfrS,"Beluga Heights/Warner Records",5A,USWB10904633
261,"Can We Dance","The Vamps",65,130,"","","Meet The Vamps",2014-01-01,03:12,64,82,0,0,58,0,10,-5,C♯/D♭ minor,4,2023-02-15,2kqAtjOtQPAR0OiYUJR43k,"EMI",12A,GBUM71304973
262,"Somebody To You","The Vamps",73,172,"","","Meet The Vamps",2014-01-01,03:05,53,82,6,0,90,0,30,-6,D#/E♭,4,2023-02-15,6VrLYoQKdhu1Jruei06t65,"EMI",5B,GBUM71401330
263,"SOS","Rihanna",81,137,"","","A Girl Like Me",2006-04-10,03:58,68,67,0,0,53,0,40,-5,G,4,2023-02-15,30cSNer6TV8x2utjULVeQ5,"Def Jam Recordings",9B,USUM70507379
264,"Die For You - Remix","The Weeknd,Ariana Grande",76,67,"pop","Pop","Die For You (Remix)",2023-02-24,03:52,53,53,23,0,50,0,40,-7,C♯/D♭ minor,4,2023-03-28,7oDd86yk8itslrA9HRP2ki,"XO / Republic Records",12A,USUG12301287
265,"Heartless","Kanye West",67,88,"rap","Hip Hop","808s & Heartbreak",2008-11-24,03:31,79,65,5,0,65,10,20,-6,A#/B♭ minor,4,2023-03-28,4ZMJshw6UOvaTWWThYtEoW,"Roc-A-Fella",3A,USUM70840511
266,"Sure Thing","Miguel",87,81,"r&b","R&B","All I Want Is You",2010-11-26,03:15,68,61,3,0,50,10,10,-8,B minor,4,2023-03-28,0JXXNGljqupsJaZsgSbMZV,"Jive",10A,USJI10800160
267,"Look Back at It","A Boogie Wit da Hoodie",77,96,"melodic rap","Hip Hop","Hoodie SZN",2018-12-21,02:59,79,59,41,0,54,0,10,-5,D#/E♭ minor,4,2023-03-28,3Ol2xnObFdKV9pmRD2t9x8,"Highbridge the Label / Atlantic Records",2A,USAT21812667
268,"Secrets","A Boogie Wit da Hoodie",72,91,"melodic rap","Hip Hop","Artist 2.0 (Deluxe)",2020-06-19,02:13,54,65,12,0,40,0,30,-6,E,4,2023-03-28,2xB46Bj9HZ4cr058yN4Pla,"Highbridge the Label / Atlantic Records",12B,USAT22003871
269,"Questions","Chris Brown",68,106,"r&b","R&B","Heartbreak on a Full Moon",2017-10-31,02:09,61,60,1,0,56,0,10,-6,A#/B♭ minor,4,2023-04-17,3ojTJaonfkL96iIWa47SU3,"RCA Records Label",3A,USRC11701902
270,"Cry Me a River","Justin Timberlake",80,74,"","","Justified",2002-11-04,04:48,62,65,58,0,56,10,10,-7,G#/A♭ minor,4,2023-04-17,7Lf7oSEVdzZqTA0kEDSlS5,"Jive",1A,USJI10200366
271,"Unwritten","Natasha Bedingfield",90,100,"","","Unwritten",2004-08-30,04:19,71,80,1,0,63,0,0,-6,F,4,2023-05-08,3U5JVgI2x4rDyHGObzJfNf,"Sony Music CG",7B,GBARL0400707
272,"Flashing Lights","Kanye West,Dwele",87,90,"rap, neo soul, smooth r&b","R&B, Hip Hop","Graduation",2007-09-11,03:57,64,63,4,0,43,0,30,-8,F#/G♭ minor,4,2023-05-30,5TRPicyLGbAF2LGBFbHGvO,"Roc-A-Fella",11A,USUM70749095
273,"SICKO MODE","Travis Scott",85,155,"rap","Hip Hop","ASTROWORLD",2018-08-03,05:12,83,73,1,0,45,20,10,-4,G#/A♭,4,2023-05-30,2xLMifQCjDGFmkHkpNLD9h,"Cactus Jack / Epic",4B,USSM11806660
274,"boyfriend (with Social House)","Ariana Grande,Social House",81,190,"pop, ","Pop","boyfriend",2019-08-02,03:06,40,80,12,0,70,40,10,-4,A#/B♭ minor,4,2023-06-21,0Ryd8975WihbObpp5cPW1t,"Republic Records",3A,USUG11902591
275,"Down","Jay Sean,Lil Wayne",82,132,"rap, hip hop","Hip Hop","All Or Nothing",2009-01-01,03:32,73,68,1,0,73,0,0,-4,D,4,2023-06-21,6cmm1LMvZdB5zsCwX5BjqE,"Cash Money",10B,USCM50900094
276,"How Long","Charlie Puth",76,110,"soft pop, pop","Pop","Voicenotes",2018-05-11,03:20,85,56,21,0,81,0,0,-5,C♯/D♭ minor,4,2023-06-21,6wmAHw1szh5RCKSRjiXhPe,"Artist Partner",12A,USAT21702278
277,"Rude Boy","Rihanna",81,174,"","","Rated R",2009-11-20,03:42,56,75,11,0,81,10,0,-4,B,4,2023-06-21,60jzFy6Nn4M0iD1d94oteF,"Def Jam Recordings",1B,USUM70912459
278,"Stronger","Kanye West",84,104,"rap","Hip Hop","Graduation",2007-09-11,05:11,62,72,1,0,50,10,40,-8,C♯/D♭,4,2023-06-21,0j2T0R9dR9qdJYsB7ciXhf,"Roc-A-Fella",3B,USUM70741299
279,"Confident","Justin Bieber,Chance the Rapper",86,134,"","","Journals",2014-05-13,04:08,74,56,11,0,89,10,20,-5,F minor,4,2023-10-19,3JsydWaf2Ev4ehaLUjj3SY,"RBMG/Def Jam",4A,USUM71319306
280,"Ocean (feat. Khalid)","Martin Garrix,Khalid",70,140,"edm, electronica, progressive house, ","Electronic","Ocean (feat. Khalid)",2018-06-15,03:36,51,69,58,0,22,0,0,-7,C minor,4,2023-10-19,3nc420PXjTdBV5TN0gCFkS,"Epic Amsterdam",5A,NLM5S1800214
281,"Don't Tell 'Em","Jeremih,YG",78,98,"","","Late Nights: The Album",2015-12-04,04:26,86,53,39,0,39,10,10,-5,D,4,2023-10-19,0Dc7J9VPV4eOInoxUiZrsL,"Def Jam",10B,USUM71406166
282,"Billionaire (feat. Bruno Mars)","Travie McCoy,Bruno Mars",76,87,"","","Lazarus",2010-06-07,03:31,63,67,30,0,66,20,20,-6,F#/G♭ minor,4,2023-10-19,2qPUnoasNe4Ep43emVXEig,"Decaydance/Fueled By Ramen",11A,USAT21000257
283,"Lost","Frank Ocean",4,123,"","","channel ORANGE (Explicit Version)",2012-07-10,03:54,91,60,3,0,50,20,10,-5,G#/A♭,4,2023-10-19,4L7jMAP8UcIe309yQmkdcO,"Red Zone Entertainment / IDJ",4B,USUM71207186
284,"Creepin' (with The Weeknd & 21 Savage)","Metro Boomin,The Weeknd,21 Savage",84,98,"","","HEROES & VILLAINS",2022-12-02,03:41,72,61,39,0,16,0,0,-6,C♯/D♭ minor,4,2023-10-19,2dHHgzDwk4BJdRwy9uXhTO,"Republic Records",12A,USUG12208791
285,"Loyal (feat. Lil Wayne & Tyga)","Chris Brown,Lil Wayne,Tyga",79,99,"r&b, rap, hip hop, ","Hip Hop, R&B","X (Expanded Edition)",2014-09-16,04:24,84,52,2,0,62,0,10,-6,A#/B♭ minor,4,2023-10-19,5BrTUo0xP1wKXLJWUaGFtk,"RCA Records Label",3A,USRC11400614
286,"Patience","Take That",73,176,"","","Beautiful World",2006-01-01,03:22,31,78,14,0,37,0,10,-4,A#/B♭,4,2023-11-10,4DxybsoSiMUW0JI2oM0SSN,"Polydor Records",6B,GBUM70605124
287,"Work Out","J. Cole",83,93,"rap","Hip Hop","Cole World: The Sideline Story",2011-09-27,03:55,83,43,5,0,22,10,30,-7,D,4,2023-12-03,2wAJTrFhCnQyNSD3oUgTZO,"Roc Nation LLC",10B,USQX91100801
288,"Smile","Lily Allen",73,96,"","","Alright, Still (Bonus Track Version)",2006-05-08,03:16,63,64,0,0,73,0,20,-6,F,4,2024-02-14,4aR9bPMAOFySBuQSbVWF3d,"Parlophone UK",7B,GBAYE0600634
289,"Ayo","Chris Brown,Tyga",76,98,"r&b, ","R&B","Fan of A Fan The Album (Expanded Edition)",2015-02-24,03:45,82,56,4,0,68,0,0,-5,F#/G♭,4,2024-02-14,0k6DnZMLoEUH8NGD5zh2SE,"RCA Records/Young Money Entertainment/Cash Money Records",2B,USRC11403042
290,"Strip That Down (feat. Quavo)","Liam Payne,Quavo",73,106,"","","LP1",2019-12-06,03:22,87,50,20,0,55,0,0,-5,F#/G♭,4,2024-02-14,29JrmE89KgRyCxBIzq2Ocw,"Capitol Records UK / EMI",2B,GBUM71701628
291,"Take Care","Drake,Rihanna",79,122,"rap, ","Hip Hop","Take Care (Deluxe)",2011-11-15,04:37,63,52,3,0,30,20,0,-10,C minor,4,2024-02-14,124NFj84ppZ5pAxTuVQYCQ,"Cash Money Records/Young Money Ent./Universal Rec.",5A,USCM51100547
292,"Sweater Weather","The Neighbourhood",93,124,"","","I Love You.",2013-04-22,04:00,61,81,5,2,40,0,10,-3,A#/B♭,4,2024-02-14,2QjOHCTQ1Jl3zawyYOpxh6,"Columbia",6B,USSM11300080
293,"Often","The Weeknd",82,134,"","","Beauty Behind The Madness",2015-08-28,04:09,57,63,22,0,7,0,10,-10,G minor,4,2024-02-14,4PhsKqMdgMEUSstTDAmMpg,"Universal Republic Records",6A,USUG11401323
294,"Mirrors","Justin Timberlake",85,77,"","","The 20/20 Experience (Deluxe Version)",2013-03-15,08:04,57,51,23,0,51,0,0,-7,F minor,4,2024-02-14,4rHZZAmHpZrA3iH5zx8frV,"RCA Records Label",4A,USRC11300059
295,"Apologize","Timbaland,OneRepublic",77,118,"soft pop","Pop","Shock Value",2007-01-01,03:04,66,60,4,0,8,0,10,-6,G#/A♭,4,2024-02-14,6q3zC9dDD4lUNk8nfUztXy,"Interscope/Blackground Records",4B,USUM70722793
296,"Story of My Life","One Direction",87,121,"","","Midnight Memories (Deluxe)",2013-11-25,04:05,60,66,23,0,29,0,10,-6,D#/E♭,4,2024-02-14,4nVBt6MZDDP6tRVdQTgxJg,"Syco Music",5B,GBHMU1300210
297,"Steal My Girl","One Direction",85,77,"","","FOUR (Deluxe)",2014-11-17,03:48,54,77,0,0,55,0,10,-6,A#/B♭ minor,4,2024-02-14,2Bs4jQEGMycglOfWPBqrVG,"Syco Music",3A,GBHMU1400159
298,"International Love (feat. Chris Brown)","Pitbull,Chris Brown",84,120,"r&b","R&B","Planet Pit (Deluxe Version)",2011-06-17,03:47,67,86,1,0,65,0,30,-3,C minor,4,2024-02-14,62zFEHfAYl5kdHYOivj4BC,"Mr.305/Polo Grounds Music/J Records",5A,USJAY1100015
299,"We Can't Stop","Miley Cyrus",83,80,"","","Bangerz (Deluxe Version)",2013-10-04,03:51,61,62,1,0,48,0,30,-6,C♯/D♭ minor,4,2024-02-14,2y4lAQpi5VTNLu2ldeTdUH,"RCA Records Label",12A,USRC11300686
300,"Summer","Calvin Harris",88,128,"edm","Electronic","Motion",2014-10-31,03:42,60,86,2,2,74,0,10,-4,E minor,4,2024-02-14,6YUTL4dYpB9xZO5qExPf05,"Columbia",9A,GBARL1400296
301,"Drag Me Down","One Direction",80,138,"","","Made In The A.M. (Deluxe Edition)",2015-11-13,03:12,73,70,11,0,60,0,0,-6,C minor,4,2024-02-14,2K87XMYnUMqLcX3zvtAF4G,"Syco Music",5A,GBHMU1500070
302,"Into You","Ariana Grande",83,108,"pop","Pop","Dangerous Woman",2016-04-01,04:04,62,73,2,0,37,10,10,-6,A,4,2024-02-14,76FZM38RC8XaAjJ77CVTNe,"Universal Records",11B,USUM71601827
303,"One Dance","Drake,Wizkid,Kyla",89,104,"rap, afrobeats, afrobeat, afropop, azonto, afroswing, afropiano, ","R&B, Traditional Music, Electronic, Pop, Hip Hop","Views",2016-05-06,02:53,79,63,1,0,37,0,30,-6,C♯/D♭,4,2024-02-14,1zi7xx7UVEFkmKfv06H8x0,"Cash Money Records/Young Money Ent./Universal Rec.",3B,USCM51600028
304,"Hold On, We're Going Home","Drake,Majid Jordan",78,100,"rap, ","Hip Hop","Nothing Was The Same (Deluxe)",2013-01-01,03:47,77,41,0,0,29,10,0,-7,F#/G♭ minor,4,2024-02-14,6jdOi5U5LBzQrc4c1VT983,"Cash Money Records/Young Money Ent./Universal Rec.",11A,USCM51300762
305,"Passionfruit","Drake",87,112,"rap","Hip Hop","More Life",2017-03-18,04:58,81,46,26,9,36,0,10,-11,B,4,2024-02-14,5mCPDVBb16L4XQwDdbRUpz,"Cash Money Records/Young Money Ent./Universal Rec.",1B,USCM51700072
306,"Nice For What","Drake",79,93,"rap","Hip Hop","Scorpion",2018-06-29,03:30,59,91,9,0,76,0,10,-6,G#/A♭,4,2024-02-14,3CA9pLiwRIGtUBiMjbZmRw,"Cash Money/Drake LP6",4B,USCM51800077
307,"ZEZE (feat. Travis Scott & Offset)","Kodak Black,Offset,Travis Scott",80,98,"rap","Hip Hop","Dying to Live",2018-12-14,03:48,86,60,5,0,50,10,0,-6,G#/A♭ minor,4,2024-02-14,0FZ4Dmg8jJJAPJnvBIzD9z,"Atlantic Records",1A,USAT21811523
308,"All The Stars (with SZA)","Kendrick Lamar,SZA",94,97,"hip hop, west coast hip hop, r&b","Hip Hop, R&B","Black Panther The Album Music From And Inspired By",2018-02-09,03:52,70,63,6,0,56,0,0,-5,G#/A♭,4,2024-02-14,3GCdLUSnKSMJhs4Tj6CV3s,"Black Panther (TDE/DMG) PS",4B,USUM71713947
309,"24K Magic","Bruno Mars",84,107,"","","24K Magic",2016-11-17,03:45,82,80,3,0,63,0,10,-4,C♯/D♭,4,2024-02-14,6b8Be6ljOzmkOmFslEb23P,"Atlantic Records",3B,USAT21602944
310,"Finesse","Bruno Mars",73,105,"","","24K Magic",2016-11-17,03:11,74,80,1,0,94,0,0,-5,F minor,4,2024-02-14,5XMkENs3GfeRza8MfVAhjK,"Atlantic Records",4A,USAT21602952
311,"That's What I Like","Bruno Mars",89,134,"","","24K Magic",2016-11-17,03:26,85,56,1,0,86,0,0,-5,C♯/D♭,4,2024-02-14,0KKkJNfGyhkQ5aFogxQAPU,"Atlantic Records",3B,USAT21602948
312,"What Goes Around.../...Comes Around (Interlude)","Justin Timberlake",79,76,"","","FutureSex/LoveSounds",2006-09-12,07:28,69,72,12,0,43,0,50,-5,G,4,2024-02-14,3pD0f7hSJg2XdQ6udw5Tey,"Jive",9B,USJI10600479
313,"This Could Be Us","Rae Sremmurd",80,143,"","","SremmLife",2015-01-06,03:26,73,69,29,0,76,10,10,-5,C minor,4,2024-02-14,4jTiyLlOJVJj3mCr7yfPQD,"Mike WiLL Made-It",5A,USUM71417486
314,"Animals","Maroon 5",84,190,"pop","Pop","V",2014-09-02,03:51,28,74,0,0,33,0,50,-6,E minor,4,2024-02-14,2bL2gyO6kBdLkNSkxXNh6x,"Interscope Records*",9A,USUM71409576
315,"Break Your Heart","Taio Cruz",72,122,"","","The Rokstarr Hits Collection",2010-01-01,03:21,61,93,3,0,57,0,0,-4,D#/E♭,4,2024-02-22,7ElF5zxOwYP4qVSWVvse3W,"Universal-Island Records Ltd.",5B,GBUM70908662
316,"This Is Love","will.i.am,Eva Simons",63,129,"","","#willpower (Deluxe)",2013-01-01,04:39,54,80,0,0,28,0,10,-3,C minor,4,2024-03-24,7IohFKIwrb75c4XaqX7WWo,"Interscope",5A,USUM71205053
317,"Shine","Take That",62,90,"","","Beautiful World",2006-01-01,03:31,58,85,3,0,77,0,10,-3,G#/A♭,4,2024-08-29,1hrsEHe39nYu1pJx0Nrxd7,"Polydor Records",4B,GBUM70605021
318,"All Time Low","The Wanted",56,134,"","","The Wanted",2010-01-01,03:25,69,62,35,0,79,0,0,-5,G#/A♭ minor,4,2024-09-18,4kPf4MbDp81GfVHLISdByL,"Polydor Records",1A,GBUM71002739
319,"Wild Ones (feat. Sia)","Flo Rida,Sia",83,127,"","","Wild Ones",2012-06-22,03:52,61,86,10,0,44,0,20,-5,F minor,4,2025-01-07,1NpW5kyvO4XrNJ3rnfcNy3,"Poe Boy/Atlantic",4A,USAT21104103
320,"I Need Your Love (feat. Ellie Goulding)","Calvin Harris,Ellie Goulding",79,125,"edm, ","Electronic","18 Months",2012-10-29,03:54,70,87,41,0,58,0,20,-5,G#/A♭,4,2025-01-07,05SBRd4fXgn8FX7bf8BCAE,"Columbia",4B,GBARL1201390
321,"La La La","Naughty Boy,Sam Smith",75,125,"soft pop","Pop","La La La",2013-01-01,03:40,75,68,11,0,25,0,10,-4,F#/G♭ minor,4,2025-02-28,52gvlDnre9craz9dKGObp8,"Virgin Records Ltd",11A,GBAAA1300148
322,"Company","Justin Bieber",79,95,"","","Purpose (Deluxe)",2015-11-13,03:28,56,80,13,0,42,0,0,-5,E minor,4,2025-03-22,61uyGDPJ06MkxJtHgPmuyO,"RBMG/Def Jam",9A,USUM71516762
323,"Pass Out","Tinie Tempah",64,91,"grime","Electronic, Hip Hop","Disc-Overy",2010-00-00,04:28,69,89,3,0,53,30,10,-3,C♯/D♭,4,2025-03-26,2cY7WSxFIsZQaoDNJe7Fz3,"Parlophone UK",3B,GB7TP0900004
324,"Feel It (From “Invincible”)","d4vd",91,121,"","","Feel It (From “Invincible”)",2024-03-28,02:37,56,59,3,0,43,0,20,-6,G#/A♭,4,2025-03-27,3SAga35lAPYdjj3qyfEsCF,"Darkroom/Interscope Records",4B,USUM72401132
325,"Brazil","Declan McKenna",85,121,"","","What Do You Think About the Car?",2017-04-13,04:12,69,62,9,0,67,0,0,-5,E,4,2025-04-23,4sNG6zQBmtq7M8aeeKJRMQ,"Columbia",12B,GBARL1500856
326,"Adventure of a Lifetime","Coldplay",88,112,"","","A Head Full of Dreams",2015-12-04,04:23,64,92,0,0,53,0,10,-4,G,4,2025-04-23,69uxyAqqPIsUyTO8txoP2M,"Parlophone UK",9B,GBAYE1500981
327,"Young Folks","Peter Bjorn and John",81,138,"indie","Pop, Rock","Writer's Block",2006-01-01,04:36,70,81,2,0,66,0,10,-6,C,4,2025-04-23,4dyx5SzxPPaD8xQIid5Wjj,"Universal Music AB",8B,SEBPA0600024
328,"What You Know","Two Door Cinema Club",69,139,"indie","Pop, Rock","Tourist History",2010-03-01,03:09,55,76,0,0,82,0,0,-4,F#/G♭ minor,4,2025-04-23,4JHg4nNYUJQ5HULcCmI18R,"Kitsune",11A,FRU700900116
329,"We Are The People","Empire Of The Sun",89,123,"","","Walking On A Dream (10th Anniversary Edition)",2008-10-03,04:27,68,78,8,1,53,0,40,-5,E minor,4,2025-04-23,3zEN0ii6s4DHHBpnTp3RP7,"EMI Recorded Music Australia Pty Ltd",9A,AUEI10800041
330,"Kids","MGMT",86,123,"indie","Pop, Rock","Oracular Spectacular",2007-12-14,05:02,45,93,0,0,17,0,30,-4,A,4,2025-05-10,1jJci4qxiYcOHhQR247rEU,"Red Ink/Columbia",11B,USSM10702135
331,"The Less I Know The Better","Tame Impala",88,117,"indie, psychedelic pop","Pop, Rock","Currents",2015-07-17,03:36,64,74,1,1,79,0,10,-4,E,4,2025-05-11,6K4t31amVTZDgR3sKmwUJJ,"Universal Music Australia Pty. Ltd.",12B,AUUM71500303
