#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
455,"Come Back As A Redneck (feat. HARDY)","Morgan Wallen,HARDY",73,150,"country, country rock","Country, Rock","I’m The Problem",2025-05-16,03:58,50,86,49,0,70,0,10,-4,F,4,2025-05-16,33gSkDn6P9uS7ofaYiyBP6,"Big Loud Records / Mercury Records / Republic Records",7B,USUG12501618
456,"Dark Til Daylight","Morgan Wallen",73,122,"country","Country","I’m The Problem",2025-05-16,03:55,55,74,11,0,22,0,0,-4,A minor,4,2025-05-16,5t6VW9ocIgB84vD8uR5xXU,"Big Loud Records / Mercury Records / Republic Records",8A,USUG12501619
457,"The Dealer (feat. ERNEST)","Morgan Wallen,ERNEST",72,92,"country","Country","I’m The Problem",2025-05-16,03:03,56,84,8,0,67,0,10,-5,G#/A♭,4,2025-05-16,5EHfZq7dOhKGYRQyScX2eY,"Big Loud Records / Mercury Records / Republic Records",4B,USUG12501620
458,"Leavin's The Least I Could Do","Morgan Wallen",72,152,"country","Country","I’m The Problem",2025-05-16,03:07,52,76,10,0,45,0,0,-5,F,4,2025-05-16,5uhxL7UwvTMV6FSCTpKcjc,"Big Loud Records / Mercury Records / Republic Records",7B,USUG12501621
459,"Jack and Jill","Morgan Wallen",72,118,"country","Country","I’m The Problem",2025-05-16,03:40,60,67,42,0,71,0,20,-5,C♯/D♭,3,2025-05-16,1OjNUHE1W7Cxeph9DJzKbe,"Big Loud Records / Mercury Records / Republic Records",3B,USUG12501622
460,"I Ain't Comin' Back (feat. Post Malone)","Morgan Wallen,Post Malone",72,200,"country, ","Country","I’m The Problem",2025-05-16,02:55,37,73,57,0,74,0,30,-5,B,4,2025-05-16,1BDLD4c07q0bmq2VCRsXoE,"Big Loud Records / Mercury Records / Republic Records",1B,USUG12501623
461,"Nothin' Left","Morgan Wallen",71,94,"country","Country","I’m The Problem",2025-05-16,02:42,62,49,80,0,38,0,20,-6,G#/A♭,4,2025-05-16,1oPhkzw5Jt2izQmKj7CkVO,"Big Loud Records / Mercury Records / Republic Records",4B,USUG12501624
462,"Drinking Til It Does","Morgan Wallen",71,116,"country","Country","I’m The Problem",2025-05-16,03:10,63,60,50,0,47,0,10,-5,G,4,2025-05-16,5gGz4XkNZV335nYgs34Ro7,"Big Loud Records / Mercury Records / Republic Records",9B,USUG12501625
463,"Smile","Morgan Wallen",70,127,"country","Country","I’m The Problem",2025-05-16,03:44,53,22,94,0,38,0,0,-11,B,4,2025-05-16,0TaLETmF6CvzLKukgBXERn,"Big Loud Records / Mercury Records / Republic Records",1B,USUG12408922
464,"Working Man's Song","Morgan Wallen",71,138,"country","Country","I’m The Problem",2025-05-16,04:16,53,85,2,0,65,0,30,-3,D,4,2025-05-16,3mXxKFehajiV2TiL8n8DwA,"Big Loud Records / Mercury Records / Republic Records",10B,USUG12501626
465,"Whiskey In Reverse","Morgan Wallen",70,152,"country","Country","I’m The Problem",2025-05-16,03:57,56,73,31,0,35,0,20,-4,G,4,2025-05-16,3ru3YfbjQNHbGjamBhxlsG,"Big Loud Records / Mercury Records / Republic Records",9B,USUG12501627
466,"Crazy Eyes","Morgan Wallen",70,156,"country","Country","I’m The Problem",2025-05-16,03:18,47,69,12,0,22,0,10,-5,C minor,4,2025-05-16,5pJBr57ff2dzpelkCQxnJE,"Big Loud Records / Mercury Records / Republic Records",5A,USUG12501628
467,"LA Night","Morgan Wallen",71,154,"country","Country","I’m The Problem",2025-05-16,02:49,52,90,41,0,61,0,10,-4,E,4,2025-05-16,1MKOPZWwR9WAzlP2B6tn5o,"Big Loud Records / Mercury Records / Republic Records",12B,USUG12501629
468,"Miami","Morgan Wallen",71,136,"country","Country","I’m The Problem",2025-05-16,03:25,67,69,33,0,18,0,20,-5,A,4,2025-05-16,1N8dX8FWPUzVuSlKJA25FK,"Big Loud Records / Mercury Records / Republic Records",11B,USUG12501630
469,"Lies Lies Lies","Morgan Wallen",70,81,"country","Country","I’m The Problem",2025-05-16,03:18,49,71,25,0,37,0,0,-6,C♯/D♭ minor,4,2025-05-16,1KL0yUBT1U2PfVUWIhWL7l,"Big Loud Records / Mercury Records / Republic Records",12A,USUG12404146
470,"Love Somebody","Morgan Wallen",72,122,"country","Country","I’m The Problem",2025-05-16,03:24,62,85,1,0,72,0,10,-5,F minor,4,2025-05-16,5mAGsieQbw180sYdL3RMKk,"Big Loud Records / Mercury Records / Republic Records",4A,USUG12406387
471,"Boots Off","Jon Pardi",65,114,"country, acoustic country","Country, Folk","Honkytonk Hollywood",2025-04-11,02:41,66,96,16,0,89,0,50,-2,E,4,2025-05-16,3MlvvRRwYfCpgIqUUPeYQ0,"Capitol Records Nashville",12B,USUM72412132
472,"Guy For That (Feat. Luke Combs)","Post Malone,Luke Combs",81,120,"country","Country","F-1 Trillion",2024-08-15,02:44,61,91,1,0,50,0,10,-4,G#/A♭,4,2025-05-16,6StwwqB84sJeLr7tZDTxEX,"Mercury Records / Republic Records",4B,USUM72405595
